49,0,0.84854126,0.5598215,1.4740031,14.580369,1.0100633,13.260232,13.198233,27.245575
49,1,0.8445826,0.55413485,1.4706815,13.2219925,1.0126239,13.258493,13.159642,26.123547
49,2,0.8592406,0.5575507,1.4790748,13.612723,1.0154551,13.435333,13.190887,26.345684
49,3,0.8547966,0.55975664,1.4671737,12.42291,1.0195413,15.536219,15.503073,27.651314
49,4,0.852351,0.5573257,1.4618884,13.839916,1.0155753,15.491198,15.505226,29.004877
49,5,0.8444707,0.5641795,1.4585376,13.533956,1.0173095,13.595058,13.492472,26.597935
49,6,0.86205053,0.55625236,1.48318,14.009258,1.0242183,16.198112,16.184475,29.803062
49,7,0.84029216,0.55659515,1.4650842,14.470541,1.0167826,13.467094,13.371136,27.425661
49,0,0.8891698,0.7744558,1.6376604,13.156855,1.4143829,10.211658,9.952656,22.408314
49,1,0.902036,0.7800821,1.6538051,12.220134,1.4267658,11.537319,11.157518,22.856913
49,2,0.89931846,0.7771017,1.6471013,11.771481,1.4214857,11.395796,11.098718,22.316334
49,3,0.887398,0.77613384,1.6448321,12.71472,1.4152576,13.319427,12.51972,24.689493
49,4,0.8935353,0.78185385,1.6321374,12.155861,1.4190993,10.178768,9.774612,20.78044
49,5,0.8977161,0.7719168,1.6490471,11.435097,1.422829,8.526484,8.666698,19.203407
49,6,0.9008579,0.7729362,1.6413841,11.3536415,1.4209058,7.804477,7.8101354,18.345245
49,7,0.8816614,0.77143294,1.629219,12.595645,1.4160978,11.980977,11.423748,23.52026
49,0,0.5695055,0.7364231,1.0572274,16.765787,1.3736322,12.193296,12.383042,28.319534
49,1,0.57476646,0.73853433,1.0569293,16.382017,1.3815868,11.4329195,11.528688,27.165169
49,2,0.57380146,0.74482846,1.0610405,17.023468,1.3541534,11.161221,11.201429,26.894642
49,3,0.5694243,0.7378118,1.0539501,15.080457,1.3769933,10.110292,9.942079,23.750015
49,4,0.5696057,0.7333429,1.061928,16.88361,1.3840808,12.193296,12.241604,28.393368
49,5,0.5759045,0.7272532,1.0588686,16.13287,1.3851254,9.1145735,8.817973,23.194843
49,6,0.57440966,0.7347594,1.0527996,17.646965,1.3604393,8.185083,8.274686,23.465776
49,7,0.569697,0.72554415,1.0578651,16.299374,1.3959165,10.620675,10.281446,25.764973
49,0,0.57430273,1.1577768,1.0277483,14.767957,1.8605481,13.0371,13.275465,27.580914
49,1,0.5847568,1.149023,1.0231918,14.8311,1.850996,14.336565,14.685269,28.984474
49,2,0.57246923,1.1714606,1.0248224,14.276924,1.8591027,14.475241,14.937391,28.823334
49,3,0.5616973,1.1923923,1.0329212,14.171557,1.8694966,11.467227,11.896627,25.557423
49,4,0.58252704,1.1368643,1.0275946,15.063052,1.8441286,15.374303,15.929542,30.562162
49,5,0.5873691,1.1617042,1.0264231,13.03253,1.8456546,15.123554,15.686535,28.209255
49,6,0.5687015,1.1691904,1.0163823,13.101001,1.8464364,12.39017,12.922218,25.512436
49,7,0.5625092,1.1463003,1.0321504,15.180421,1.8410189,11.450041,11.895046,26.66753
49,0,0.7682099,0.41144058,1.4266822,12.53022,0.6630929,10.7194605,10.933886,22.371817
49,1,0.7808984,0.41490358,1.4263449,11.7172,0.6638682,12.37465,12.380023,23.403349
49,2,0.782268,0.42091033,1.4269593,12.103425,0.70113206,11.884823,11.943249,23.084473
49,3,0.77181154,0.42283118,1.4254297,11.488832,0.6568788,9.65989,9.908417,20.278587
49,4,0.7863304,0.41394097,1.4262146,11.719612,0.66029906,12.667004,12.539066,23.20183
49,5,0.77813476,0.42493522,1.4293367,13.169239,0.7131092,13.240222,13.05267,24.923462
49,6,0.78739595,0.42053998,1.4315053,12.971544,0.66380304,12.667004,12.590152,24.600096
49,7,0.7720918,0.40247315,1.4190811,12.045271,0.65907115,10.543186,10.737592,21.896252
